Business,Service,Original Service Name,Description,Micro Category,Macro Category,Service Category,Discounted Price,Original Price,
Imperial Spa,Aromatherapy Massage,Aroma Scrub & Oil Massage,"Similar to the Purification Scrub & Oil Massage, but a longer massage is given with Lavender scented oil to further relax the body.",,,Spa,,120,
La Biang Thai Massage,Aromatherapy Massage,Aroma Oil Massage (60 min),"This massage incorporates light to medium pressure, long strokes and kneading to reduce tension, soothe sore muscles and stimulate circulation. It combines the benefits and technique of the invigorating Thai massage and the relaxing Swedish massage. Localized therapy is effective treatment for upper and lower back pain, neck and shoulder pain, muscle and tendon injuries, migraine, rheumatic pain, asthma, repetitive strain injury.",Aromatherapy Massage,Massage,Spa,,85,
La Biang Thai Massage,Aromatherapy Massage,Aroma Oil Massage (90 min),"This massage incorporates light to medium pressure, long strokes and kneading to reduce tension, soothe sore muscles and stimulate circulation. It combines the benefits and technique of the invigorating Thai massage and the relaxing Swedish massage. Localized therapy is effective treatment for upper and lower back pain, neck and shoulder pain, muscle and tendon injuries, migraine, rheumatic pain, asthma, repetitive strain injury.",Aromatherapy Massage,Massage,Spa,,125,
La Biang Thai Massage,Aromatherapy Massage,Aroma Oil Massage (120 min),"This massage incorporates light to medium pressure, long strokes and kneading to reduce tension, soothe sore muscles and stimulate circulation. It combines the benefits and technique of the invigorating Thai massage and the relaxing Swedish massage. Localized therapy is effective treatment for upper and lower back pain, neck and shoulder pain, muscle and tendon injuries, migraine, rheumatic pain, asthma, repetitive strain injury.",Aromatherapy Massage,Massage,Spa,,160,
MaiThai Massage and Bodywork,Aromatherapy Massage,Aroma Therapy,,,,Spa,,120,
Pearl Spa & Sauna,Aromatherapy Massage,Aroma Special Treatment (90 min),"The next 90-minutes of your life you will never feel better.  For your skin, our signature body scrub will leave it glowing .

For your body, you�ll be given an oil massage to loosen up all your tensions.
",,,Spa,,120,
Serenity Wellness Spa,Aromatherapy Massage,Aromatouch Therapy,"Using the purest essential oils by doTerra, this treatment takes a clinical approach to essential oil application. Using eight different oils applied down the spine and back and two oils on the bottom of your feet to promote stress relief, immune enhancement and calm inflammation. It is a wonderfully healing treatment to calm the mind and body while boosting your immune system.",,,Spa,,80,
Serenity Wellness Spa,Aromatherapy Massage,Aromatherapy Massage,"Using the purest essential oils by doTerra, this treatment combines Swedish Massage with 1-2 essential oil or a signature essential oil blend such as Serenity, Elevation, Balance, or Citrus Bliss. The combination allows for complete mind-body relaxation.",,,Spa,,119,
Siam Orchid Traditional Thai Massage,Aromatherapy Massage,Siam Orchid Ritual (60 min),,,,Spa,,100,
Siam Orchid Traditional Thai Massage,Aromatherapy Massage,Siam Orchid Ritual (90 min),,,,Spa,,145,
Siam Orchid Traditional Thai Massage,Aromatherapy Massage,Siam Orchid Ritual (120 min),,,,Spa,,190,
Strictly Therapeutic,Aromatherapy Massage,Aromatherapy Massage (30 min),,,,Spa,,55,
Synergy Mind Body Wellness,Aromatherapy Massage,Aroma 60 min. massage,,,,Spa,,110,
Earthbody,Ayurvedic Massage,Abhyummy Massage (90 min),"Our quintessential ritual, Abhyummy is a living expression of our holistic ethos at Earthbody. Experience the healing powers of Ayurveda as you undergo this deeply therapeutic session. Inspired by the classic Abhyanga, also known as Ayurvedic massage, Abhyummy is a full body rhythmic massage of warm shea butter infused in organic herbs to mend, calm, and nurture your natural state of being. Be drenched in botanical oils from head to toe. Stimulate your digestive fire with a nourishing abdominal massage. Balance your inner state as steaming towels are draped over your body. Restore harmony with effleurage of the neck and shoulders. Touch into peace as a warm oil head massage nourishes from within. Feel the soothing touch of marma facial release ~ a method in Ayurveda to unite breath with pulse. Well suited for times when you feel worn down by city living, this all-encompassing ritual transports you to the days of temple life, when the body was considered a bridge to the godly. Feel supple once again. Entice the deity within.",Ayurvedic Massage,Massage,Spa,,215,
Earthbody,Ayurvedic Massage,Enlightenment Facial and Massage (105 min),"Unite body and mind with a complete facial and massage in one. Begin your treatment with a gentle rocking along your spine to unwind. Let go of all that ails you as your therapist begins a restorative back massage. Ground again as hot towels embrace each foot. Drop further into bliss as you experience a thorough massage of the feet. Transition effortlessly into a deep facial cleanse of hand-blended organic skincare products chosen specifically for your type. Our facial includes a double cleanse, steam, exfoliation, extraction, mask, serum, and massage. Feel the benefits of a therapeutic massage of the arms, hands, and d�collet�, as your facial mask works deep into your skin. Enter a blessed state free of dualistic thoughts. Become whole and nimble as you experience the best of both worlds.",Ayurvedic Massage,Massage,Spa,,240,
Earthbody,Ayurvedic Massage,Warm Earth Massage and Facial (105 min),"Return to the womb and experience this deeply grounding solitary ritual. Begin with warm basalt stones placed with precision along the spine. Be enveloped by a layer of warm coconut oil. A slow, deliberate massage from the ground up reconnects you to your basic nature, and with it a sense of openness and harmony with all that is. Let your mind fall open with marma facial release ~ a method in Ayurveda to unite breath with pulse. Nourish your hair and scalp with a warm neem oil head massage to return luster and appease insomnia. Ideally suited to support and calm those who feel disconnected, restless, or anxious. A crown of herbal oils with a rosemary-infused head wrap completes you.",Ayurvedic Massage,Massage,Spa,,250,
Earthbody,Ayurvedic Massage,Goddess Treatment (150 min),"An exclusive treatment made for the queen, bride, or princess, this decadent seven-part ritual journeys from the soles of the feet to the crown of the head. Float to your warm massage bed for a full body dry brushing to exfoliate skin and stimulate lymph. Pacify your nerves with a sultry back exfoliation of coconut sugars for smooth, soft skin. Be anointed in notes of jasmine and holy flowers with our very own solar infused organic body oil. Experience bliss with a brown sugar, basil and lemongrass foot pumice ritual, a delicious nourishment for tired soles. All is in harmony as the Vedic face treatment restores luster to your skin and peace to your mind. This divine rite of passage comes to fruition with a scalp treatment of warm oil, medicinal herbs, and a rosemary head wrap.",Ayurvedic Massage,Massage,Spa,,375,
Earthbody,Ayurvedic Massage,Hero's Journey Massage,"Rugged yet refined, this adventure for one inspires pause. Take a seat and recline into your warm bed for a full body brushing to unravel your mind. Then comes the rosemary sea salt scrubs for an invigorating back exfoliation to erase tension. Surrender defense with a firm therapeutic massage fit for a King. Discover perfection as your legs and feet are thoroughly washed, scrubbed, and massaged with fresh herbs, salts, and plant oils. Banish worry lines with facial acupressure and a purifying seaweed face scrub. If the world is resting heavily on your shoulders, nothing brings peace quite like this focused shoulder massage and neck therapy with our own handcrafted arnica & ginger herbal infusion. We recommend calling off the rest of the day to complete your trip inward.",Ayurvedic Massage,Massage,Spa,,375,
Eyebrows To Die For,Ayurvedic Massage,AYURVEDIC EAR TREATMENT,Find balance and utter relaxation with this warm oil treatment that removes wax buildup and nourishes the ear canal and drum.  This treatment includes facial massage to release muscles and wrinkles and can relive allergies and tinnitus. ,,,Spa,,50,
Synergy Mind Body Wellness,Ayurvedic Massage,The Nirvana Treatment Total treatment time 3 hours and 20 min,,,,Spa,,395,
Bebe Skin Care & Threading,Back Facial,Back Treatment (45 min),"A relaxing treatment to exfoliatate, deep clean and hydrate the back. Deep cleansing removes impurities and clears clogged pores.",Back Facial,Facial,Spa,,60,
Code Salon,Back Facial,Back Treatment,,Back Facial,Facial,Spa,,80+,
Earthbody,Back Facial,Exfoliating Back Facial (45 min),"An entire facial experience made exclusively for your back. A fantastic seasonal treat of cleansing, exfoliation, and masque application for your hard working back. Purify those hard-to-reach areas for a smoother, even tone skin.",Back Facial,Facial,Spa,,115,
John Francis Spa,Back Facial,Back Treatment (75 min),"Professional cleansing, enzyme exfoliation, deep pore extractions, back, neck and shoulder massage and mask treatment to help keep the skin clear, prevent future breakouts and uneven texture.",Back Facial,Facial,Spa,,140,
Lavande Nail Spa,Back Facial,Couples Massage,,Back Facial,Facial,Spa,,97,
M Spa,Back Facial,Back Facial,,,,Spa,,95,
M Spa,Back Facial,Back Detoxifying Treatment,,,,Spa,,125?,
Mizu Spa,Back Facial,Back Facial (60 min),"This cleansing therapy is specifically designed to remove the impurities in your shoulders and back. The treatment includes a steam therapy, extractions, and finished with a purifying mask. ",Back Facial,Facial,Spa,,120,
Richmond Serenity Spa,Back Facial,Spa Back Treatment,"A thorough cleaning, exfoliation and extraction treatment followed by a clearing back mask. Will leave your skin feeling clear and you feeling confident!",,,Spa,,60,
SenSpa,Back Facial,UPSIDE-DOWN BACK TREATMENT ,,,,Spa,,150,
Serenity Wellness Spa,Back Facial,Back Facial,Lift dead skin and decongest pores to reveal softer smoother skin.,,,Spa,,95,
Thi Spa & Nails,Back Facial,For the Back (30 min),A special treatmetn that deeply cleanses and exfoliates the back. Includes a soothing massage to leave you feeling relaxed.,Back Facial,Facial,Spa,,65,
Urban Beauty Spa,Back Facial,For the back ,A special treatment that deeply cleanses and exfoliates the back. Includes a smoothing massage to leave you feeling relaxed.,,,Spa,,55,
Earthbody,Back Massage,Targeted Back Massage (+30 min),"Begin your facial with a therapeutic back massage to knead knots, engage muscles, and restore alignment. A perfect compliment to your treatment, a back massage will often be exactly what is needed to have you float out of your facial into the great bliss of the here and now.",Back Massage,Massage,Spa,,65,
Jasmine Beauty Spa,Back Massage,Back Walking,,,,Spa,,50,
Siam Orchid Traditional Thai Massage,Back Massage,Office Syndrome Massage (30 min),,,,Spa,,50,
Thi Spa & Nails,Back Massage,Back & Shoulder Massage (30 min),Restorative relaxation. Decreaes stress and anxiety. Relaxes Muscles.,Back Massage,Massage,Spa,,45,
Code Salon,Full back Waxing,Back and Shoulder Wax,,Back Waxing,Waxing,Spa,,65+,
Tootsie Toes,Basic Mani Gel Pedi,Basic Mani Gel Pedi,,Reg Mani Gel Pedi,Mani Pedi,Nails,,59,
7 Nail Spa,Basic Mani Pedi,Basic Mani Pedi,,Basic Mani Pedi,Mani Pedi,Nails,35,36,
Boniva Nail Spa,Basic Mani Pedi,Manicure & Pedi,,Base Mani Pedi,Mani Pedi,Nails,40,44,
Boniva Nail Spa,Basic Mani Pedi,Manicure & Pedi,,,,Nails,,40,
Cascade Nail & Spa,Basic Mani Pedi,Warm Lotion Mani & Pedi,,Basic Mani Pedi,Mani Pedi,Nails,35,41,
Castro Nail Salon,Basic Mani Pedi,"Classic Manicure and Pedicure - A personalized hand care treatment, including nail shaping, cuticle care, moisturizing, massage, hot towel service, and polish as well as a personalized foot care treatment, including nail shaping, cuticle care, moisturizing massage, hot towel service and polish.",,Basic Mani Pedi,Mani Pedi,Nails,45,50,
Castro Nail Salon,Basic Mani Pedi,Mid-day Manicure and Pedicure,,Basic Mani Pedi,Mani Pedi,Nails,40,50,
City Beauty Salon,Basic Mani Pedi,Basic Mani Pedi,,Basic Mani Pedi,Mani Pedi,Nails,,32,
City Famous Nail Spa,Basic Mani Pedi,Basic Mani Pedi,,Basic Mani Pedi,Mani Pedi,Nails,35,40,
Cocoon Urban Day Spa,Basic Mani Pedi,"Spa Combo Mani & Pedi - After shaping and cuticle care enjoy a moisturizing hand cream, hot towels and polish selection. For pedicure, start with a soothing, awakening red-current and white tea foot-bath, followed by a thorough exfoliation, shaping, cuticle care and a moisturizing foot rub.",,Basic Mani Pedi,Mani Pedi,Nails,60,65,
Diane Nails Care,Basic Mani Pedi,Mani & Pedi,,Base Mani Pedi,Mani Pedi,Nails,32,34,
Doan's Nail,Basic Mani Pedi,Manicure & Pedicure,,Base Mani Pedi,Mani Pedi,Nails,35,37,
Elegant Nails Salon,Basic Mani Pedi,Manicure & Pedicure,,Base Mani Pedi,Mani Pedi,Nails,36,41,
Fingertips Nail Salon,Basic Mani Pedi,Warm Lotion Manicure & Pedicure,,Base Mani Pedi,Mani Pedi,Nails,,40,
Forever Nails by Kim,Basic Mani Pedi,Student - Mani & Pedi (10% off),,Base Mani Pedi,Mani Pedi,Nails,27,30,
Forever Nails by Kim,Basic Mani Pedi,Mani & Pedi,,Base Mani Pedi,Mani Pedi,Nails,,30,
Four Seasons Nail & Spa,Basic Mani Pedi,Regular Spa Pedicure & Manicure,,Base Mani Pedi,Mani Pedi,Nails,35,40,
Gelous Nails,Basic Mani Pedi,Manicure & Pedicure,,Base Mani Pedi,Mani Pedi,Nails,32,34,
Gentle Nails Salon,Basic Mani Pedi,Classic Mani + Pedi,,Base Mani Pedi,Mani Pedi,Nails,40,43,
Green Spa & Nail,Basic Mani Pedi,Manicure & Pedicure,,Base Mani Pedi,Mani Pedi,Nails,35,40,
Haight Street Nails,Basic Mani Pedi,Basic Mani Pedi,,Basic Mani Pedi,Mani Pedi,Nails,35,40,
Hand Job Spa,Basic Mani Pedi,Basic Mani Pedi,"Experience a soothing manicure and pedicure at the hands of an expert technician.  We'll cut and file your nails, clean and trim your cuticles, and paint your fingers and toes so you can paint the town.",Basic Mani Pedi,Mani Pedi,Nails,,60,
It's M3 Time Nail Salon,Basic Mani Pedi,Classic Mani + Pedi,,Base Mani Pedi,Mani Pedi,Nails,35,40,
JoJe Nail Spa,Basic Mani Pedi,,,Base Mani Pedi,Mani Pedi,Nails,30,32,
Joli Bijou Salon,Basic Mani Pedi,Mani + Pedi Package,,Base Mani Pedi,Mani Pedi,Nails,38,41,
KT Nails,Basic Mani Pedi,Manicure & Spa Pedicure,,Base Mani Pedi,Mani Pedi,Nails,38,40,
La Petite Nail Shop,Basic Mani Pedi,Basic Mani Pedi,"Mani - This essential mani includes a hydrating hand soak, clipping, cuticle pushing & buffing/polishing to perfection. Pedi - This can't-go-wrong pedicure includes a softening soak, clipping, trimming, buffing & very articulate painting (no massage)",Base Mani Pedi,Mani Pedi,Nails,,70,
LUX SF,Basic Mani Pedi,LUX Manicure & Pedicure,"This not-so-basic manicure includes nail shaping, cuticle care, an aromatherapy scrub, a relaxing and moisturizing hand massage with warmed lotion and polish. This not-so-basic pedicure includes nail shaping, cuticle care, an aromatherapy scrub, callus buffing a relaxing and moisturizing massage with warmed lotion and polish.",Base Mani Pedi,Mani Pedi,Nails,,70,
Mani Pedi Spa,Basic Mani Pedi,Basic Mani Pedi,,Basic Mani Pedi,Mani Pedi,Nails,43,46,
Mani-Pedi Beauty Spa,Basic Mani Pedi,Combo Manicure + Pedicure ,Includes hot stone massage,Base Mani Pedi,Mani Pedi,Nails,38,40,
Mimosa Nails,Basic Mani Pedi,Basic Mani Pedi,,Mani Pedi,Mani Pedi,Nails,35,40,
Mizu Spa,Basic Mani Pedi,Classic Manicure/Pedicure Combo,This treatment includes nail grooming and massage. The service is finished with a natural buff or polish. Includes a diamond buff and soak. Followed by a soothing massage. Service is finished with a natural buff or polish to perfection. ,Base Mani Pedi,Mani Pedi,Nails,57,66,
Nail Arts,Basic Mani Pedi,Basic Mani Pedi,,Basic Mani Pedi,Mani Pedi,Nails,35,40,
Nail Today,Basic Mani Pedi,Manicure & Pedicure,,Base Mani Pedi,Mani Pedi,Nails,35,36,
Nail Today,Basic Mani Pedi,Spa Massage Chair Mani & Pedi,,Base Mani Pedi,Mani Pedi,Nails,35,36,
Nailtastic Salon,Basic Mani Pedi,Manicure & Pedicure,,Base Mani Pedi,Mani Pedi,Nails,,30,
Nali Nails & Spa,Basic Mani Pedi,Mani Pedi,,Base Mani Pedi,Mani Pedi,Nails,36,40,
Nels Beauty Salon,Basic Mani Pedi,Classic Mani-Pedi Combo,,Base Mani Pedi,Mani Pedi,Nails,40,46,
New Zen Spa,Basic Mani Pedi,Basic Mani Pedi,,Basic Mani Pedi,Mani Pedi,Nails,,40,
Oliviana Nail Spa,Basic Mani Pedi,Manicure & Pedicure,,Base Mani Pedi,Mani Pedi,Nails,,45,
Pampered Hands Salon,Basic Mani Pedi,Classic Manicure & Pedicure,Our basic manicure and pedicure is accompanied by a rose francais scented relaxing soak followed by perfect trimming and a smoothing and nourishing hot cream massage to encourage circulation and nourishment of your skin.,Base Mani Pedi,Mani Pedi,Nails,,39,
Pearly Nails,Basic Mani Pedi,Manicure + Pedicure,,Base Mani Pedi,Mani Pedi,Nails,35,39,
Polish Nail & Beauty Spa,Basic Mani Pedi,Classic Mani/Pedi Pair,,Base Mani Pedi,Mani Pedi,Nails,48,50,
Polished Nest,Basic Mani Pedi,Express Mani + Classic Pedi Combo,"Early Bird Discount - Need to make appointment and mention ""Early bird"" for it to apply",Base Mani Pedi,Mani Pedi,Nails,38,47,
